,reviewID,cust_travel_type,travel_custer_no,custCountry,countryRegion,star_rating,comment,Concept_bed,Concept_easy,Concept_bad,Concept_small,Concept_place,Concept_easy to access,Concept_expensive,Concept_wifi,Concept_like,Concept_night,Concept_helpful,Concept_pool,Concept_problem,Concept_singapore,Concept_comfortable,Concept_old,Concept_friendly,Concept_pleasant,Concept_would recommend,Concept_satisfied,Concept_hotel,Concept_quiet,Concept_service,Concept_location,Concept_excellent,Concept_large,Concept_check in,Concept_good,Concept_convenient,Concept_clean,Concept_price,Concept_time,Concept_relaxing,Concept_restaurants,Concept_stay,Concept_breakfast,Concept_room,Concept_fast,Concept_food,Concept_staff,Concept_family,Concept_bath room,Concept_shopping,Concept_experience,Concept_free,Concept_mrt,Concept_better,Concept_roomy,Concept_nearby,Concept_swimming pool
41418,2669,Couples,1.0,Singapore,South East Asia,8.7,"It was wonderful. I will continue to select Grand Park City Hall because of their location, easy access to public transport and comfortable room.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41427,4237,Solo travelers,6.0,Indonesia,South East Asia,6.0,"my stay was fantastic its centrally located, near orchard area. Room is big and modern. great for business traveller and family. breakfast was so so but u can get better breakfast outside near the area",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
41436,3285,Families with Older Children,3.0,Malaysia,South East Asia,7.7,"our stay was splendid and not at all what we expected it to be. It was better than some of the reviews we`ve read prior to this. We stayed on the 14th floor and yes, there were issues with the lift expecially in the mornings as thats the peak time where checkouts happens. the hotel had 21 floors so it is only natural for the lift to get hogged up during peak times. Other tan that, no compliants. Local Indian and chinese food can be found at every loop and corner of the vicinity. The shopping centre right opposite has a really nice food court with local chinese hawker food if you ever get to bored of the Indian menus around.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
41445,39,Groups,5.0,Singapore,South East Asia,8.7,A group of us really enjoyed our stay at MBS. Is just a pity only 4 people can access to the swimming pool. But is fine we rotate turn. We are happy for the staff service. Very friendly and attentive. Room service as good as well. Is a nice and luxury hotel.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41454,3377,Couples,1.0,Singapore,South East Asia,7.7,"Overall a good stay, would go there again. Room was satisfactory, location was good.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41463,4993,Couples,1.0,Singapore,South East Asia,9.0,"They upgraded our room to a club suite, as the hotel was operating on a full house that day and we got our room only at 6pm plus. The room was nice, with a very large bathroom. Hotel is located about 5mins walk away from the main Orchard Road, very convenient.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
41499,47,Couples,1.0,Singapore,South East Asia,9.7,the room is big and nice with a marvellouvs city view. swimming pool is definitely the attraction of this hotel.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41517,3694,Couples,1.0,Singapore,South East Asia,8.3,"Overall stay was pleasant... Reception Kristine was really patient and answered all my queries (Not so good luck with another checking-in guest as the receptionist was a big rude in my opinion). Was Abit annoyed as 20 mins after I checked into the room, one pest control guy came and followed by someone who came to check mini-bar. I wouldn't really give ""staff performance"" a ""4"" if its not because of my pleasant experience upon arrival.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
41526,1797,Couples,1.0,Canada,North America,7.7,The hotel was very pleasant alternative to hotels in Orchard Road yet still very accessible due to proximity of the MRT and shopping malls which are linked to the hotel. Breakfast fare could use more variety but this is a minor consideration. In-room internet connection is limited to one-device use at any given point which can be inconvenient.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41535,4389,Families with Young Children,4.0,Indonesia,South East Asia,5.7,"it was pleasant, my second stay there. Rooms are huge and clean. Staffs are friendly and attentive. Not very far from Orchard road (two bus stops away). Entrance a little hard to access if you're going back to the hotel very late at night, back entrance might be locked already (if you take a bus to this hotel, the bus stop's located at the back, and it's very far from the front, you have to make a complete turn)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
41544,5133,Solo travelers,6.0,Indonesia,South East Asia,7.3,"it was pleasant stay. The room is spacious for Standard type, location-wise is nice and accessible for various kinds of transportation: taxi, MRT, bus. Near to MRT Bugis (300 meters only), near Bugis Junction and Bugis Village so it's easy to find dinner, lunch or even Subway outlet near Rafles Hospital for simple breakfast.Price is value for money.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0
41553,2185,Couples,1.0,Singapore,South East Asia,7.7,"the stay was very pleasant. toilet was sufficient enough. however, the toilet could be installed with a partition to prevent water from spilling out of the shower area, making the entire wet everytime we take a shower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41562,4131,Solo travelers,6.0,Philippines,South East Asia,7.0,"Quite pleasant. Got an upgrade, which is always nice. Had to call room service though for some basic amenities that were lacking.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41571,3711,Families with Young Children,4.0,Brunei Darussalam,South East Asia,8.0,"First the good things: Quite and clean hotel with very large and comfortable bathroom. Each room comes with a large balcony with a view of the cable car, rides and pools. The 2 restaurants namely Forest and Tangerine provide excellent food although quite expensive. The negative thing: Only 2 check-in counters and guests have to stand and queue just to check-in without proper queuing system.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
41580,832,Couples,1.0,New Zealand,Oceania,8.7,"It was a good first hotel for our trip in singapore. only stayed there for one night, it had everything we needed. easy to get to from the airport only a short 5-10 min drive.",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41589,2193,Families with Young Children,4.0,Hong Kong,East Asia,7.7,"it was nice, the bed and linen were very comfortable. but the room size was small, and there was no refrigerator. Breakfast was kind of bad. we chose the dimsum set, and it was full of dry looking fried dumplings. The congee was plain. Luckily the location was good, and the Fortune Shopping Centre across the street had a lot of vegetarian restaurants, while China town was nearby.",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41607,4122,Business Travelers,2.0,Singapore,South East Asia,8.3,"pleasant hotel, great location. The restaurant available serve good quality food. very good location with great shopping and dining choices..",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
41616,5178,Families with Young Children,4.0,Singapore,South East Asia,6.7,"Nice hotel, had a pleasant stay there. However should have a pool for kids made available. My daughter was disappointed that she can't go for swim as the pool was too deep for her.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41634,3050,Couples,1.0,Malaysia,South East Asia,8.0,"We celebrated our 20th wedding anniversary at the hotel. Everything was fine except for a few minor 'shortcomings'for a 5-star hotel. There was no morning newspaper provided and the free wifi was very slow. Overall, we had a memorable stay.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41643,5234,Solo travelers,6.0,Australia,Oceania,6.7,Overraul it was good. Will come back again. The staff were very friendly and helpful. Nice clean and large room. Customer service in Singapore needs improvement. There is so much of infrastucture construction going on. One has to marvel at the pace of development in Singapore.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
41652,3148,Couples,1.0,Malaysia,South East Asia,9.3,"Good clean rooms. The shower in the bathtub was slightly narrow though, even for an Asian. But would definitely stay here again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41661,5823,Couples,1.0,Singapore,South East Asia,9.0,The only thing is there is no babouches in the room.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41670,2797,Groups,5.0,Indonesia,South East Asia,7.3,Thanky ou for make our stay pleasurable and really great staff..!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41679,4896,Couples,1.0,Singapore,South East Asia,5.3,"Average Stay, not much to fancy on. Centralized location near to Orchard Area for shopping and food. Quite an old hotel as compared to the others in that area. a a a a a a a a a a a a a a a a a a a a a a a a a a a a a",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
41688,5106,Couples,1.0,Indonesia,South East Asia,8.3,"Pleasure to stay in this hotel, the hotel centrally located, comfy and clean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41697,1900,Couples,1.0,Indonesia,South East Asia,6.7,"It was ok, the only drawback was that the hot water turned cold while showering, and found a few fruit flies in the shower, which we thought was very weird.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41698,2019,Couples,1.0,Indonesia,South East Asia,6.7,"It was ok, the only drawback was that the hot water turned cold while showering, and found a few fruit flies in the shower, which we thought was very weird.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41733,1668,Families with Young Children,4.0,Indonesia,South East Asia,4.7,"Not good choice to stayed at this hotel, the staf really have poor attitude and the breakfast is not serve well, The only good thing about this hotel is the NOVENA MRT Station is only on the basement of the hotel.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41742,4220,Families with Young Children,4.0,Indonesia,South East Asia,4.7,"I had a horrible time at the RELC. I saw a lot of tiny bugs flying in the room. I believed there were bed bugs on the beds, since my body was itchy all over. Very limited choice of breakfast. No complete toiletries, and NO face tissue. I had to ask for extra toilet papers everyday, since they did not stock any.",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41751,4635,Families with Young Children,4.0,Singapore,South East Asia,4.3,"My baby gal has a medical conditions and I need to put emergency medication in a cool place. When I open the mini ""fridge"", to my horror, I found food left over from the previous guest. How poor is the hygiene standard? I called the house keeping and they came to remove the stale food but did not clean the fridge until I asked them to wipe it down. Good thing the medication is in sealed back. I also found that the fridge was only slightly cooler then the room. Not much help if you wanted to cool drink. There were many other things wrong with the room the TV remote, the sliding doors to the toilet, the broken furniture. Overall the hotel felt old and rundown. Breakfast was not better, the food was horrible. The eggs no matter fried, scrabbled or omelet where pre cook and let in buffet trays. you could almost drink the scrabbled eggs. If not for RWS and Universal I think the staycation would have been a bust.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
41760,3887,Couples,1.0,Singapore,South East Asia,4.7,"room itself is all right. worst customer service from the front desk and housekeeping. during check-in, has highlight on 2 nights stay, next day morning called my room at 12noon asking if we are checking out or extending. it's like wasted my beadth telling them on the 2 nights stay upon check-in, and they are working like the hourly budget hotel. went shopping and when we are back to room, the housekeeping people has tidy up our room. there sis signage in the room provided, and we did not hook the signage of making up the room at the door. the housekeeping did not get our agreement to come into our room. imaging all personnel belongings are in the room and a stranger comes into the room!! where is the security of the room? called the front desk immediately. was told that it is their policy. if it is the hotel policy, why having the signage in the room for making up. is it the hotel policy to let to come into their guest room? from the front desk which answered my call asked me to check my belongings and if any lost items, inform them. my foot! luckily of them nothing is lost, if not i will go straight to the police. how can a hotel be having this kind of service and security of room? as rated as 4 star hotel, i think it is not better than 3 star.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
41769,3005,Couples,1.0,Singapore,South East Asia,6.3,Great location in Bugis and room is clean and very well-maintained. However we were very disappointed with the service provided. Front office staff handled requests with very low efficiency and were unfriendly and rude. Room rates were usually steep at this hotel and it is highly unlikely we will return again.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
41778,4558,Couples,1.0,Singapore,South East Asia,5.3,"Lobby staff service was excellent. RWS Invites card is not applicable for this hotel, hence no free upgrade. 5th floor(same level as the monorail) room view facing the merlion was block. Housekeeping staff did a poor job. Room was not properly cleaned and had no towels and bath robe. Swimming pool area has no staff attending to guests. When we requested for towels, staff actually asked us to use the phone and call for reception.(more than one staff told us to use the phone instead of getting towels for us) Probably hotel michael need to hire more staff rather that putting a telephone to attend to guests's needs. Room had beautiful design but poor service, hence i would not recommend this hotel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
41787,959,Solo travelers,6.0,New Zealand,Oceania,6.0,I had in-room breakfast two days. Each time they omitted essential ingredients from tray and were very slow to return with them (while the meal became cold).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41796,59,Couples,1.0,Australia,Oceania,4.0,"Greeted by poorly trained staff, we booked a king bed Club Suite, to start with the bed was a queen size and very hard. The room described as luxuriously appointed 110sqm Suite. The suite was very poorly furnished, small hard bed, lots of carpet with a Couples of chairs and tiny side tables, most disappointed and uncomfortable. The Club Lounge food was stale combined with poor service and worn out furnishings. Certainly not deserving a five star rating.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
41805,2588,Solo travelers,6.0,China,East Asia,6.0,"service is poor, calling for house keeping service, in the end , not done. no view. view is blocked by another tall building. price is the only competitive factor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41814,3978,Families with Young Children,4.0,Malaysia,South East Asia,7.7,"Good first impression, noticeably clean and new, even the car park area. Despite its location and hotel category, they offer above average guests facilities, eg: swimming pool, gym, children playground. However, did find my room very tight (as such, room category not suitable for families, i guess). Need to look into the car park machine too, not consistent and had to call for assistance a Couples of times.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
41823,2269,Couples,1.0,Singapore,South East Asia,9.7,"The carpark is not compremantary to hotel guest. The waiting time for the hotel breakfast is too long for those who opt for western or local food. I am unable to link my ipad to the tv, the inbuilt tv software override the tv functions. Thus i am unable to work on my ipad or laptop using the tv screen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41832,1047,Families with Older Children,3.0,Indonesia,South East Asia,7.7,"it was pleasant, our rooms were upgraded to a club room. however i was pretty surprise that a club room is still using bath tub in the bathroom instead of the normal standing shower. and the bathtub wasnt that fancy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
41841,3057,Groups,5.0,Singapore,South East Asia,8.3,"Everything was great, other than the hotel been pretty old. But for this historical hotel, it has kept it pretty well. Hotel was clean and tidy. All of us had a great stay. Would booked again if the deal comes back up again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41850,2741,Couples,1.0,New Zealand,Oceania,6.3,"We stayed for the f1 gp weekend. The hotel is centrally located near public transports and handy to the f1 entrance gates. The room itself is nice and modern however the bathroom is odd and looks like it hasn't been updated in 10 years. The bathroom also doesn't look very clean. The wifi included is rather slow and service is intermittent. However, the nice bed, the free daily bottled water and proximity to the f1 gates made up for the bathroom conditions.",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
41859,4278,Couples,1.0,Philippines,South East Asia,8.0,it was a pleasuravble stay at relc since its cheap but there are no convenience stores nearby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41868,4182,Groups,5.0,Singapore,South East Asia,5.7,"The bed is too soft and it is kind of dusty. It is also hard to get taxi unless you call cab. It is difficult to walk if it is raining as it is quite a distance to walk. Not recommended for family. If you want to save money and coming with group of friends , it is quite suitable.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41877,1781,Business Travelers,2.0,Malaysia,South East Asia,8.7,Staff were friendly and helpful. I enjoyed my stay with large comfy bed after a tiring day.,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41886,1269,Business Travelers,2.0,United States of America,North America,8.3,"Very comfortable stay and nice rooms. Close to public transport, restaurants and shopping.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
41895,997,Couples,1.0,Indonesia,South East Asia,8.0,"We are satisfy about this hotel, very prime location and close with many shopping mall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41913,4489,Business Travelers,2.0,Australia,Oceania,8.0,"pleasant staff, good room, catering to all types of patrons",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
41940,2640,Couples,1.0,Singapore,South East Asia,8.0,"We got upgraded to a suite for free, not sure why but the room was huge! Equipped with a kitchenette as well. Extremely pleasant stay :)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
41949,1340,Business Travelers,2.0,Philippines,South East Asia,7.0,Our stay continues to be very pleasant. Staff is friendly and helpful especially when we have to store materials in Concierge. Service is satisfactory and room is comfortable for medium to long stay.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
41958,2690,Couples,1.0,Australia,Oceania,9.0,An excellent hotel for business people and holiday makers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41967,3024,Couples,1.0,New Zealand,Oceania,9.0,"Very good. We had no problems.The room was clean, spacious as was the bathroom. There is basic restaurant with good very affordable meals and quick service. Transport is just outside the door shopping just around the corner.This is not a budget hotel but yet is very reasonbly priced.We certainly recommend the Ibis on Bencoolen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
41976,415,Business Travelers,2.0,United States of America,North America,7.3,"All in all this was pretty standard fare for a business hotel. Brought my girlfriend along, who can be picky, and neither had any complaints. The local restaurant is outrageous in price, more so than I would expect from a hotel. But there is a mall next to the hotel and some great street food. Ate one breakfast at the hotel, all other meals on the street. Quick walk to City Center or Clark Quay. Love the location. No complaints on the size and they kept the room clean.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
41985,4303,Business Travelers,2.0,Hong Kong,East Asia,8.0,"For business trip, a hotel with clean rooms, friendly staff, and affordable rate will suffice. It's a no-nonsense hotel!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
41994,3373,Business Travelers,2.0,United States of America,North America,5.0,Glad I only stayed one night. Their value for money rating is poor and I found this property to be well below the standards of other ParkRoyal properties I've stayed in.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42003,406,Business Travelers,2.0,Malaysia,South East Asia,8.0,Good hotel with plenty of public transport hubs nearby.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42012,1383,Families with Young Children,4.0,Thailand,South East Asia,8.0,Very good in general. Friendly atmosphere for international guest. But a bit expensive for 4 stars.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42021,814,Couples,1.0,Singapore,South East Asia,8.0,"quick check in and check out, clean and big room.helpful staff",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
42030,843,Couples,1.0,Singapore,South East Asia,8.0,"quick check in and out, room is clean and location is central.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42039,5209,Couples,1.0,Singapore,South East Asia,8.0,"quick check in and out, room is clean and location is central.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42048,987,Couples,1.0,South Africa,Sub-Saharan Africa,7.0,Price wise not worth it. very basic for lot of money,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42057,4115,Couples,1.0,Singapore,South East Asia,7.7,We were able to hear the children running along the corridor & the chambermaids going about their business in the mornings. But at night it was very quiet & peaceful. The gym & pool was filled with people when we wanted to use the them. There were 24-hrs convenience store just opposite the hotel. Overall the experience was great.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42075,3098,Families with Young Children,4.0,Philippines,South East Asia,8.0,"The staff was alert and courteous when we arrived. Not only were we allowed an early check in (we arrived at 1pm), we were also upgraded to a room with direct access to the pool. The room itself was spacious, though a bit dated. Nonetheless, it was quite suitable for our needs. The fact that there were only 2 floors in the hotel and we stayed on the first level was actually good as it allowed us very easy ingress and egress. The breakfast buffet spread was also adequate. The staff service was excellent as we were always greeted by someone whenever we pass by anyone of them in the hallways, entrance, etc. Location of the hotel is superb if you want to be near Orchard, but not too near. This allows you some peace and quiet, a little bit away from the bustling crowd along Orchard Rd. Overall, I would rate the stay as very good.",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
42093,922,Couples,1.0,Singapore,South East Asia,6.7,Came here for health check-up. Great for medical-tourists since the hotel is located very closed to the world-class hospital and also near to shopping areas and fine dining establishments.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
